id	sentiment	tweet
201	-1	#EileenGu and her money are not welcomed to the #USA. @YourVoiceAtIRS @CBP https://t.co/T7LMv7rL1j
588	rep	Warmest congratulations to #EileenGu on capturing her second #Gold #BEIJING2022 https://t.co/2TJBbsgy5R
235	1	Once upon a time, a little Eileen Gu messaged her skiing idol Jeanee Crane-Maury. That same little girl just made Olympic history in #beijing2022 by winning 3 medals in one Olympic Games as a freestyle skier. Shoot for the stars ✨ #eileengu #olympicskiing #jeaneecranemauzy https://t.co/YSMiI2kiA6
363	0	@alankwtse I have checked. Your do retweet quite a few things about #EileenGu, showing your passion for her case, though you explain that is not a big deal at all. Thus, there are for sure people sharing the same passion as you, but maybe with a different view, about the case of #EileenGu.
22	-1	@realDailyWire #EileenGuTraitor #EileenGu should live in china
511	0	I'll promote your Social Media Page here. Services: ✓Schedule Post ✓Trending Hashtags ✓Eye-catchy Content Order on Fiverr: https://t.co/qdJOUw29DX #EileenGu #Coppola #Wordle #CriticalRoleSpoilers #TexasChainsawMassacre #BoycottWalgreens #HorizonForbiddenWest #ImWithHillary https://t.co/S9NbnIT3xs
82	-1	Yes @billmaher I blame #EileenGu as well as @TomCruise, #TopGunMaverick, #JohnCena, @NBA, #LeBronJames, #Google. We have to find out where we got this rule we can’t criticize China, I suspect we got it from China. Because, after all, it’s where we get everything else.” - Maher
236	-1	#EileenGu #EileenGuTraitor **Lowest Grade of Patriotism** Eileen Gu will be traitor forever, why can't she take Chinese citizenship then?? People taking so much about my roots and not ready to go the roots 🤣 @globaltimesnews @Olympics @CNN @espn
433	1	Congratulations, I'm proud of you!😘😘🎉🎉#EileenGu https://t.co/aiVQ9EtLQ4
274	0	Which scene of #Beijing2022 #WinterOlympics impressed you most?Wangmeng’s commentary,Ling Zhi’s #smile in #curling arena,#GuAiling’s and Su Yiming’s jump...There are 20 moments to bring you back to those exciting time! #EileenGu #BeijingWinterOlympics #谷爱凌 #王濛 #凌智 #苏翊鸣 https://t.co/y3B7yEuocf
103	-1	Eileen Gu #EileenGu #EileenGuTraitor who is American but competed for the Chinese @china @MFA_China @chinascio is a Traitor. Fuck You Eileen. Your no longer wanted in the USA. #Olympics2022 #Olympics @Oprah @CNN @CNBC @FoxNews @MSNBC @KingJames @nytimes @nypost @NBCNews @BBCWorld
495	rep	@Olympics That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China &amp; Hong Kong. China is using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. Ungrateful and High on herself https://t.co/KvcDP4LTjA
303	1	China has 3X more people 🇺🇸 China takes our citizens 🇺🇸 ( #EileenGu ) Olympics in China And we STILL have twice the amount of medals 🏅 WE ARE THE GREATEST 🇺🇸 #Olympics https://t.co/8HMXmdW77T https://t.co/ltSR0vJclw
104	0	Today's a good day to bring up the notion of loyalty and patriotism on the anniv of FDR's order to intern Americans of Japnese descent as the loyalty of Americans of Chinese decent are now being questioned because of the decision of #EileenGu
24	rep	@RealTimers @billmaher @BrookeJenkinsSF @JohnAvlon @KatrinaNation @HBO .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/fqD5aVRE58
594	0	The topics today: #EileenGu and geopolitics + When will regulators discover NFTs? + #COVID situation in Hong Kong + CATL + Offshore oil production + #Olympics2022 + Johnny Erlings column. Read the newest China.Table here: https://t.co/mvUWVjPwZh https://t.co/nIBr8Gfvyo
498	rep	@Olympics That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China &amp; Hong Kong. China is using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. Ungrateful and High on herself https://t.co/Qn85HyOonF
439	1	Congrats #EileenGu. Two 🥇 one 🥈!what a achievement for a 18 years old girl. You definitely will inspire all the girls in the world. Enjoy your life and let the @FoxNews losers cry ab it. https://t.co/DHo6RzWSQf
552	0	Another one！🏅️🇨🇳🏅️ #EileenGu #谷爱凌 https://t.co/1gRuwn3jIn
25	0	#EileenGu can only hope that all these young Chinese girls she says she is inspiring will have the same rights and privileges that she has had growing up in the USA.
18	rep	@HBOMaxHelp @RealTimers .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/L0JG7l9bqg
242	1	Skiing with my baby brother @barryrosenberg and channeling my inner #eileengu on #ajaxmountain in #aspen #familytime❤️ #skiseason #soulsparkle @ Ajax Mountain (Aspen) https://t.co/PDcc8tjryq
66	0	#Trending #HiHenan This is the image of #EileenGu 's paper-cut created by Li Zhumei's paper-cut creation team in Sanmenxia, Henan. They are the licensed creative team of the #Olympic Games in #China. #Chineseculture https://t.co/MdlX3rt6Qh
153	rep	@NBCOlympics @nbc @peacockTV #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
454	0	ANTA Official Instagram posted #WangYibo and #EileenGu ANTA Winter Olympics TVC 🔥🔥 MTJJ go drop a like and leave the comment💚💚 #Beijing2022xWangYibo 🔗https://t.co/16gmRSq5sT https://t.co/NM5ZceOm6H
499	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/UsJwu1eNYM
264	-1	Bill Maher torches LeBron James, John Cena, Eileen Gu for 'kowtowing' to China https://t.co/zAKkYdD5AM #FoxNews @KingJames @JohnCena @eileengu are China’s puppets
497	rep	@Olympics That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China &amp; Hong Kong. China is using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. Ungrateful and High on herself https://t.co/9GzaBaBAhI
151	-1	Ladies &amp; Gentlemen, Here is the male counterpart of #EileenGu. A pro-CCP propagandist hides behind deceptively reasonable words, a lackey of the Beijing Central Committee, an anti-western/democracy. This fake individual is Hypocrisy n Lies incarnate👌🏻 A real snake's tongue 🐍🔻 https://t.co/Plvg0Rw8ph
567	0	#EileenGu is the first freestyle skier to win three medals at a single #Olympics, with one gold each in big air and halfpipe and a silver in slopestyle. https://t.co/BoFdS5FaT8
169	-1	Is this the Bill Maher with a bitter attitude about #EileenGu representing China, her mother’s motherland and a country whose language and culture she’s very much rooted in? https://t.co/qnI9ssZV6a
383	0	Damn #usa would be in third in the medal count if #eileengu was on the home team. But she went with the country her mother is from, #China. Man I hope she competes for us next #Olympics
200	-1	#EileenGu you should go to China and stay there. Don’t t come to America and represent your “motherland”. Why are you in America? Disgusting Bill Maher torches LeBron James, John Cena, Eileen Gu for 'kowtowing' to China https://t.co/TTBSaBl8OM #FoxNews
37	-1	@BenBradleyTV ...now multiply that shock and add 10x the fear for your life (&amp; fear for your loved ones) as a POC. America needs to do some heavy work on this, ASAP. #EileenGu @nytimes @MedillSchool @Medill_Doc @aaja @StopAAPIHate @NAACP #TEAACHAct
228	0	@cnsunchi @NBCOlympics @OnHerTurf @zlj517 @SpokespersonCHN @Beijing2022 What was her message of peace? Please post her message! I can’t find it #EileenGu
59	-1	A Chinese blogger thinks public discourse around #Olympian #EileenGu has been misleading because most people in #China don't have access to the same resources as the superstar skier. #Beijing2022 #Beijing2022WinterOlympics https://t.co/E9h41snpBs
173	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/gZTyKZTfjB https://t.co/oRZBjinEe6
288	1	I applaud #BillMaher for calling out #celebrities including #EileenGu, #LebronJames &amp; #JonCena for profiting off of #China, a #totalitarian police state. It's all a big money grab. Many issues in life are far more important than more millions,followers and fame!
447	-1	This is a hallmark of white supremacy culture. Why would #EileenGu or anyone -- they would ask -- who enjoys such proximity to whiteness choose to step away from it and claim their Chinese heritage and identity over their American one? 2/6
528	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/Bxu8FkGhnw
270	0	https://t.co/F45EH5sw5q Lay Zhang &amp; Eileen Gu‘s Live connection #张艺兴 #yixing #LAY #EileenGu
45	-1	@Toyota Was considering buying a Toyota, but not if you give a contract to #EileenGu. She needs to call attention to the human rights abuses in China, Hong Kong and the Uyghurs. https://t.co/QGkMidaKIK
436	1	The best photo of the #Beijing2022 #Beijing2022WinterOlympics #BeijingWinterOlympics #BeijingOlympics #Beijing2020 #EileenGu #Eileen_Gu Eileen and her uber cool Chinese grandma. ❤❤ https://t.co/96l2HioXoZ
210	0	@ludo_line @ourobororoboruo @Twitter But #VPN's are illegal in #China as #EileenGu found out last week! https://t.co/9LSUIGpxzd
562	-1	@globaltimesnews These three #American citizens must label as Traitor #GuAiling #AilingGu #EileenGu, #ZhuYi &amp; #NathanChen, shouldn't allow to come back in #US. #FreeTibet #FreeHK #FreeET #China #CCP #XiJinping #NBC #TurnOffBeijingGames #Beijing2022 #GenocideGames #BoycottBeijing2022 #IOC #EU #UN https://t.co/guxqXpElyL
105	1	Haters gonna hate. At least Eileen Gu is young, beautiful &amp; talented, thrives on her confidence &amp; happiness unlike some people who make a living by embittering &amp; insulting others. Awesome &amp; beautiful! #EileenGu Source: https://t.co/FxK7VwZou1 https://t.co/fP5qkV45eO
420	1	This is the best article I've read on the #EileenGu situation...stay tuned #Olympics RT https://t.co/SlLT46pX7H
300	-1	@SinePari318 @usatodaysports This picture needs money coming out of #EileenGu’s pockets.
365	rep	By @SCMPNews “Eileen Gu's success at the Beijing Winter Olympics is not limited to the slopes: she is also making millions through endorsement deals with at least 23 brands in the country.” #brands #EileenGu #China #innovation #sports #Beijing2022 https://t.co/0PsIOq9zYI
90	1	@eileengu what a talent
180	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/G5sXhUYwqu
276	-1	Bill Maher torches LeBron James, John Cena, Eileen Gu for 'kowtowing' to China https://t.co/ge69PqK03P #EileenGu #China #hollywood #hypocrites #LebronJames #JohnCena #Maverick #chinesebitches #slaves
83	1	Congrats Eileen Gu on all of your medals!!! #WinterOlympics #EileenGu https://t.co/7H99GqOWJm
501	-1	@EileenGu should stay in China 🇨🇳, I’m sure they will treat her great. She can get some tips from @KamilaValieva #Olympics2022
116	-1	.@MSNBC's @miketirico had a segment on #EileenGu &amp; never asked the question everyone has about her. Why did she take #Chinese money to support a genocidal regime instead of skating for her country? Superficial segment, I know, but that's a big miss. https://t.co/NLY44yBS0Z
496	rep	@Olympics That gold medal will mean nothing unless #EileenGu uses her platform to call attention to the human rights abuses in China &amp; Hong Kong. China is using Eileen to give the middle finger to the nation that gave her the freedom and opportunity to win. Ungrateful and High on herself https://t.co/Jas1ZqsQmx
357	0	Eileen Gu is an 18-year-old Chinese-American skier born in the U.S. and representing China in the Winter Beijing Olympics. #EileenGu #BeijingOlympics #Gold #AAPI #APAPA #ski #skiing #AAPIOlympian https://t.co/kouAwYtmT9
360	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China. https://t.co/brfbnjf6Dm
2	-1	@ChinaDaily I think #EileenGu skis for #China out of a strong sense of being bi-cultural that most people can’t understand (along with brand value). It is sad that #Uyghur #CulturalGenocide, #Tibet, #HongKong, and #Taiwan remain to overshadow this.
339	-1	#EileenGu and her money are not welcomed to the USA. @CBP @IRSnews @YourVoiceAtIRS @FBI @CIA https://t.co/CuzwHqlWQ1
526	0	#EileenGu did a #Cossack at her third run of halfpipe finals to fulfill her promise 10 years ago that she'd do a cossack if she had a victory lap at the #Olympics ! #Beijing2022 #FreestyleSkiing https://t.co/CGA0VMF8ps
460	0	Gold medalist Chinese athlete #GuAiling kisses her medals after the awarding ceremony of freestyle skiing women's freeski halfpipe at Zhangjiakou Medals Plaza of the Winter Olympics in Zhangjiakou, north China's Hebei Province, Feb. 18, 2022. #Beijing2022 #EileenGu https://t.co/FeNFJeIc1H
507	-1	#EileenGu It’s all good Eileen Gu! We know who you really won those 🏅 medals for. 😉 Winky winky Eileen stinky! Hope all the propaganda filled youth of China 🇨🇳 were worth the effort. Now go sell some more Tiffany’s to ya crayzee rich Asian fren.
16	rep	@RealTimers @billmaher @BrookeJenkinsSF @JohnAvlon @KatrinaNation @HBO .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/EzoHcCTWpa
166	-1	@nytimes To all haters in the States: Please have some dignity and leave #EileenGu alone when she returns to Cali. The American Dream for immigrants never entailed forgoing own heritage. Personal freedom of choice is what the red white and blue flag symbolizes, no?
192	-1	#EileenGu western media Is fry About it https://t.co/7WdKETRk2N
205	-1	@eileengu shouldn’t be allowed in our country ever again
561	0	Eileen Gu made herself a double #Olympic champion with victory in the women's ski #halfpipe today at the #Beijing2022 #WinterOlympics https://t.co/OAofJhWjm0 #EileenGu
146	rep	@derekahunter #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
184	-1	I wish a twenty something Picabo Street was competing in the Beijing Olympics. She wouldn't have been censored about the Human Rights Abuses against Uyghurs, Women and Homosexuals. You'd never she Picabo sell out her Home Country to compete for China. #EileenGu Money over ethics
380	1	Congrats to #EileenGu for successfully representing an autocratic regime with an abhorrent record on human rights.
289	-1	@USATODAY #EileenGu ，The Traitor and #CCP's Marionette ！ https://t.co/Y02U29ZA4u
247	0	#Beijing Winter Games: #EileenGu sparks debate over #nationality and what it means to represent China https://t.co/64G9A9YoMr #OlympicGames #TechJunkieInvest #MoviesTvTj https://t.co/cI28VlXqjD
51	1	#EileenGu . JiaYou Norway JiaYou!!! Support Norway 🇳🇴
198	-1	@AP_Sports @AP Glorifying the People’s Republic of China is justified by getting young Chinese to ski? Who cares what sports they do? This rationalization by #EileenGu is just incredibly weak. (Also, which sports are not “action sports”?) #olympics #china https://t.co/rLTFJyyj9b
446	-1	When the critics pivot to #UyghurGenocide as a reason that #EileenGu should not have chosen to compete for China, they put a standard on her that is not applied evenly. It would be ideal if every athlete used their platform to criticize abuses of power in their own nation. 4/6
413	rep	@k2012_cad @Stanford @sfchronicle @latimes @EnesFreedom #eileengu is a traitor and a sell out and should be booed every day of her life if she returns to America.
479	0	@Olympics @zlj517 @markmcmorris 会当“凌”绝顶，“翊”览众山小！ Today, 18-year-old #EileenGu won the second gold medal of this Winter #Olympics, and 18-year-old Su Yiming ushered in the coming-of - age ceremony!
100	-1	In which author @ourobororoboruo completely ignores the evidence that #conservative media (&amp; other likeminded Americans on this issue) are most critical of Gu for voluntarily choosing to represent a thuggish and indeed genocidal regime: https://t.co/JpN5UTwmD9 #EileenGu #China
329	0	What's next for three-time Olympic medal winner Eileen Gu? 'Stay tuned'. Support Eileen Gu，visit more Ski Resorts here：https://t.co/E7yTQK8ZRw #WinterOlympics2022 #EileenGu https://t.co/UPbx6YkO35
451	0	I'll be your Digital Marketing Strategist and will manage your Social Media Services: ☑ Schedule Post ☑ Trending Hashtags ☑ Eye-catchy Content Order on Fiverr: https://t.co/YQ8eu6xUxF #EileenGu #Coppola #Wordle #CriticalRoleSpoilers #TexasChainsawMassacre #BoycottWalgreens
504	-1	Eileen Gu won another gold on day 14 of #Beijing2020. It's a shame #GenocideGames is hold in China. #IWillNotWatch Too bad #EileenGu is building her fame &amp; legacy as THE poster girl of an authoritarian regime, who suppressed &amp; killed millions. #chinazi Congrats &amp; SHAME ON YOU! https://t.co/Tdp4EeKWm7
191	-1	@billmaher Eileen Gu and Lebron James chose evil, communist China over a free USA. They are the Benedict Arnold's of our generation. #stopkowtowingchina @KingJames (King? whatever), #Bejing2022 #EileenGu
428	1	#Beijing2022 #EileenGu you do so great and congratulations！ https://t.co/vClWam8GFK
486	1	#EileenGu is making herself a legend in just one Olympics.
139	-1	#CCP #EileenGu as become the #chinese #china #Propaganda #princess. In her press conference in #Beijing2022 #BeijingWinterOlympics #Olympics2022 said #Americans were stupid and uneducated. Wow. @billmaher #America #UnitedStates @Stanford https://t.co/HOIEnw2jfF
219	0	I wonder, what if after #EileenGu returns to the US, and human rights activists across the world launch a massive campaign to boycott whatever brands she signs with. How is that going to impact her marketing power? Will brands then be forced to drop her?
512	0	Are you looking for 👀 Mongolian Kinky Curly Hair? 💥 New Hair Collection 💥 Hurry up ❗ Here you can get Kinky Curly Hair ❗ 👉 Order 🛒 https://t.co/tRTht1iDky #Beauty #CriticalRoleSpoilers #TexasChainsawMassacre #ImWithHillary #BoycottWalgreens #EileenGu #Coppola #Wordle https://t.co/f2Vd1GXx6L
406	rep	@delcck1 #eileengu is a traitor and a sell out and should be booed every day of her life if she returns to America.
155	rep	@Stikine @NBCNews #EileenGu's a trump supporter even though Trump instigated violence against Asian Americans with his rhetoric about the Chinese Kungflu. She brags about her SAT score but anyone who supports trump saying covid can be stopped by ingesting bleach can't be that smart. #cryabit
190	-1	@PaletteStardust US tax payers didn’t pay for #EileenGu training and both Eileen and her mother are paying for US taxes. What have you done for the US? Go file and pay for your taxes instead of waiting for gov bail your ass money.
503	1	#EILEENGU QUEEN https://t.co/7j8bwA2Ogs
52	0	A brief summary of controversies during the #Beijing2022WinterOlympics. #China #EileenGu #KamilaValieva #PengShuai https://t.co/QDETzF1WAO]
374	0	Eileen Gu wins gold in women's freeski halfpipe for 3rd medal at Beijing Winter Olympics #EileenGu https://t.co/03pcPYXkA4
11	1	https://t.co/pgY4EM85K4 He's right though. #billmaher #EileenGu #EileenGuTraitor
344	1	@AP_Sports @AP Love her... in spite of who she cuts it up for. #EileenGu 💞 #FreestyleSkiing #FreeTheUyghurs
575	0	Chinese athlete Gu Ailing celebrates her 2nd gold medal, and the 3rd medal she has won at the #BeijingWinterOlympics2022 Gu grabbed her 1st gold in the big air event in her Olympic debut on Feb 8 and won the silver in the slopestyle event on Feb 15 (Xinhua/Xiao Yijiu) #EileenGu https://t.co/LVsjy88h50
164	-1	@JiffyPopCulture @NBCOlympics I hope #EileenGu uses this opportunity to call attention to the human rights abuses in China, Tibet, Hong Kong and the Uyghurs. China used Uyghurs to light the Olympic torch in an attempt to gaslight everyone just like China is now using Eileen. #cryabit https://t.co/HykteYdgRU
20	rep	@billmaher @RealTimers .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/o7HTanAg01
290	-1	I don't get the fuss over #EileenGu's citizenship, permanent residency status, or whatever. Take it up with the International Skiing Federation.
26	rep	@billmaher .@BillMaher's Kowtowing to #China - Response Video https://t.co/alvFKhvLfy @YouTube @DanielDumbrill #USA #US #imperialism #MSM #Media #propaganda #sinophobia #racism #BeijingWinterOlympics #BeijingOlympics #Beijing2022 #WinterOlympics2022 #OlympicGames #EileenGu #PengShuai https://t.co/C8is1l3D2d
523	1	I love her so Much😘. #beautiful #EileenGu https://t.co/yCozKwhH1D
296	-1	@jordangdavidson @FDRLST Here's another difference between them - #EileenGu and her grandmother were the victims of an anti-Asian attack while #NathanChen wasn't. I didn't see any mention of it in your article. Maybe you want to update it, make it comprehensive? https://t.co/fDwCpjol2T
371	1	We all ❤️ #EileenGu https://t.co/FGgq0drbAN
99	-1	@TheDragonFeeder Could have been USA 10 golds and China 7. Don't let #eileengu back into the country. She's a traitor. Leave her there. We don't want her.
109	0	Who is Eileen Gu? A Freestyle Skier, Half American half Chinese? https://t.co/cGO7aDUHWG #EileenGu #Beijing2022 #goldmedalist #AmericanEileenGu #gueileen
311	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/IqPwTN0H7E
317	0	Eileen Gu Bags China's 8th Gold Medal at Beijing Winter Olympics #eileengu #beijing2022 #beijingwinterolympics https://t.co/PTqFGNG8sY https://t.co/0FjOomuLFG
520	-1	I’m sorry, but it makes no sense to represent China at the olympics when you were born and raised in America. Chances are actually really good that you wouldn’t be half the athlete you are now if you’d been born and raised in China. #EileenGu
488	rep	Second gold for #EileenGu! Free ski talent Gu Ailing eased to the top podium of her odds-on halfpipe at the #Beijing2022 on Friday, which is her second gold medal for host China.#Beijing2022WinterOlympics https://t.co/oQHU8Weq4T
121	rep	@Olympics @FISfreestyle #EileenGu #CCP #China. Eileen brags about her SAT score but isn't smart enough to realize that due to censorship it's illegal for Chinese to use VPN. And she's a MAGA supporter even though trump incited racist attacks against Asians by claiming they brought Kungflu to the US. https://t.co/d7vR0XQoQj
291	1	#EileenGu ,a perfect #Chinese girl😘😘😘She already has three #BingDwenDwen 🐼🐼🐼 #Beijing2022 #TogetherForASharedFuture #FreestyleSkiing #BingDwenDwen https://t.co/O1YtI2FHKU
379	1	#Olympics2022 #EileenGu makes history with her third medal. https://t.co/yfUXz0CQZP #ChineseAmerican #AAPIathlete @OCANational #RepresentationMatters https://t.co/nI1hztSZNX
261	0	Is there any place for #skiing, #skating or #icehockey in #Shanghai that seldom #snows? Of course. Follow us to the venues and listen to #stories of people with #ice &amp; snow #dream. #Beijing2022 #Olympics #YuzuruHanyu #EileenGu #wintersports #figureskating https://t.co/q0zuQv4zRb
457	1	👏#Chinese athlete Eileen Gu received her second gold medal of the #Beijing2022WinterOlympics at the award ceremony on Feb 18! #OlympicGames #WinterOlympics #EileenGu #GuAiling #Gold #CHAMPIONS #Freeski #Congratulations #BEIJING2022 https://t.co/aG5owACNJF
275	-1	@TiffanyAndCo @NBAAllStar Boycott @oakley for sponsoring #eileengu and the genocide of the #uyghers. I melted mygold Tiffany necklace yesterday. Will NEVER buy again. If you buy Tiffany you are supporting Genocide!
369	1	Honestly, if you do not love this, you're insane. She is just fantastic, no matter her team. Put the politics aside. #EileenGu dominates women's halfpipe for second gold medal | Winter Olym... https://t.co/4LRJ3ZQGZc via @YouTube
438	1	Congratulations to #EileenGu for her second #Gold What an inspiration to young women around the world ✨ #Beijing2022 https://t.co/WPuhm8ouNy
188	-1	Fun to see @NBCOlympics rationalize and legitimize #EileenGu saying “when I’m in America 🇺🇸 I’m an American, when I’m in China I’m Chinese.” That’s like me saying sometimes I’m a vaccine and sometimes I’m a virus, k? #OlympicGames
400	-1	Should we assume that #China will not be worrying about whether #EileenGu has dual-citizenship? 😏 When we say never again, it's an aspirational plea. People (incl. women) will overlook #genocide (and gendercide) to seek fame and fortune by lending their prestige to tyrants.
124	0	Hey, #EileenGu Do you know the chained women? @Beijing2022
176	0	Ex-governor, UN ambassador calls out Eileen Gu: 'You're either American or Chinese' https://t.co/LuS6igqWPY #WinterOlympics2022 #China #HumanRights #USA #EileenGu
71	-1	I'm disgusted by #EileenGu . I don't see HOW an American competes under a flag of the most oppressive industrial Nation for Women&amp; #LGBTQ People. I know her Mother is Chinese, but there's a reason Mom is an immigrant in 🇺🇸 &amp; not 🇨🇳 #ClosingCeremony #WinterOlympics #Beijing2022
533	0	Customer satisfaction is our ultimate priority. We deliver the best services in: #Computertechnology #Computer #Geography #Economics #Geography #Onlineclass #python #PurdueUniversity #ACLU #EileenGu KINDLY DM https://t.co/FWCFf0EKCl
35	1	The first athlete to win 3 golds in a Winter Olympics, ever. Born and trained in US, represents China. A skiier - and “tight rope walker”. Phenomenal brand value in the world’s 2 largest economies. Fascinating story unfolding #EileenGu https://t.co/iGBBEf5CC7
225	1	The 8the Gold Medal #TeamChina! Warmest congratulations to #EileenGu on capturing her second #Gold to go along with the #Silver at the #Beijing2022WinterOlympics #Beijing2022 #China https://t.co/OXt5yji1S1 https://t.co/9Zi53l8xO1
483	0	🇨🇳18-year-old Gu Ailing wrapped up her 1st Olympic journey with 2🥇 &amp; 1🥈 at #Beijing2022 📖And she will join Stanford University as a freshman this autumn #Olympics #FreestyleSkiing #EileenGu @CaoYi_MFA @xuejianosaka @XiaoYewen @zhang_heqing @CGMeifangZhang @Dragondescendan https://t.co/vzvXflXinh
577	0	#2022WinterOlympics: #EileenGu, 18, wins second gold medal | https://t.co/fwtfmEo9Ap Sport - All about sports https://t.co/j6wVErrh6O
430	0	#EileenGu #Eileen_Gu is heading back to #America , of course fully with her right as an #American citizen. Assuming the no dual citizenship that #CCP applies to Chinese to silence them oversea still holds [the impartial #CCP], Miss. Eileen Gu is probably NOT a Chinese at all. https://t.co/WakN3nr4lp
389	-1	#EileenGu #Olympics2022 Don’t hate Eileen Gu. She is doing what many athletes are doing, trying to get notoriety and $$$ . But she should not go around saying she is doing this to Inspire anyone! That is BS. Athletes SHOULD ONLY compete for countries that financed your training.
10	-1	Disgusting #EileenGu #EileenGuTraitor #BoycottBeijingOlympics https://t.co/LDINY3RTAf
272	-1	Eileen Gu said: They don’t have the empathy to empathize with a good heart, perhaps because they don’t share the same kind of morals that I do. I’m not gonna waste my time trying to placate people who are one uneducated. #EileenGu #谷爱凌 https://t.co/Z3oHTOsJbR
356	1	She's Above It #EileenGu #China Is above the #halfpipe &amp; every other #FreestyleSkiing skiier at the #WinterOlympics More #watercolor #art from #BEIJING2022 at https://t.co/4j6uLsXUV0 All #artwork is for sale! @NBCSports @NBCOlympics @NBCLX https://t.co/gvfHY2zSrz
316	0	Why #ChineseAmericans Are Talking About #EileenGu https://t.co/sPBV6p55tZ
326	-1	#EileenGu and her money are not welcomed to the #USA. @CBP @IRSnews @YourVoiceAtIRS https://t.co/MCgK9dEuhP
241	0	Gu, Su and Zoi: Five young stars who lit up Winter Olympics #beijingolympics #EileenGu #JurajSlafkovsky #NathanChen #SuYiming #winterolympics #ZoiSadowskiSynnott https://t.co/8rTqQuTzYV https://t.co/8rTqQuTzYV
554	0	Check out my Gig on Fiverr: I will create the luxury minimalist geometric polygonal animal logo #Togepi #sabrinacarpenter #DavidDuke #28X #Middleton #Cleffa #KRIT #Munchlax #Azurill #Citadel #lukekennard #Budew #DreamandGeorge #EileenGu #Lucki #Canucks https://t.co/LM7P2ahTO5
426	1	Forget about the medal, I just want the hat. 😆🐼 #EileenGu https://t.co/6NzadR4BD0
69	0	Which one is the “real” China? #EileenGu or #chainedwoman ? #WinterOlympics or #HumanTrafficking ? https://t.co/29rALlY8ad
49	rep	@Mont_Jiang @EileenGuCPCNo1 I love #BillMaher because unlike state run Chinese propaganda, he speaks the truth and has a lot more balls than #JohnCena. I hope #EileenGu calls attention to the human rights abuses in China, Hong Kong and the Uyghurs.
568	1	Congratulations! Chinese athlete Gu Ailing took the gold in women's freeski halfpipe on Friday, bagging her second Olympic gold medal of #Beijing2022 Winter Olympics. This is the eighth gold medal for #TeamChina. #EileenGu https://t.co/sPPbOmNNvo
134	-1	I can see why ppl are upset about this. Bc its def not fair that China made an exception for #EileenGu in letting her keep her US citizenship when she got her Chinese citizenship. #BeijingWinterOlympics #China #citizenship #dualcitizenship
